"347","Oz, кальянная в Ульяновске","Oz, кальянная в городе Ульяновск по адресу Гончарова 30 ст1 офисный центр ""Сенатор""",,"oz-kalyannaya-v-ulyanovske","Oz","+7 (8422) 95‒26‒26",,"https://www.instagram.com/oz__73/",,"500","0","0","0","0","0","10","0","Хорошие люди, приятный интерьер и знатные кальяны во всем Ульяновске.","<p>Хорошие люди, приятный интерьер и знатные кальяны во всем Ульяновске.</p>","Гончарова 30, ст1","54.3164","48.3964","701","1","479123","1"
"348","Smoke Station кальянная в городе Ульяновск","Smoke Station кальянная в городе Ульяновск находимся по улице Мира 2-й переулок, 24",,"smoke-station-ulyanovsk","Smoke Station","+7 8422)763‒523",,"https://www.instagram.com/smoke_station/","https://vk.com/smokestation73","500","0","0","0","0","0","10","0","Закрытый клуб, формата анти-кафе.Хоть и не первая, но определено лучшая кальянная города.","<p>Закрытый клуб, формата анти-кафе.</p><p>Хоть и не первая, но определено лучшая кальянная города. Лучший табак и редкое сочетание вкусов приведет в восторг главных ценителей вкусного дыма, а непринужденная и домашняя атмосфера расслабит тружеников в конце рабочего дня. Приходи, посмотри, попробуй и уверяю, ты вернешься к нам снова.</p>","Мира 2-й переулок, 24","54.321","48.3975","717","1","479123","1"
"349","Кальянная Комильфо в Ульяновске","Кальянная Комильфо в Ульяновске располагается по улице Федерации, 6",,"komilfo-ulyanovsk","Комильфо","+7(909)360‒68‒14",,,"https://vk.com/club63202208","500","1","0","0","0","0","10","1","Постоянный персонал, обстановка оформлена в восточном стиле, с цокольным этажом. В зале есть отдельные кабинки ограниченные торами.","<p>Постоянный персонал, обстановка оформлена в восточном стиле, с цокольным этажом. В зале есть отдельные кабинки ограниченные торами.</p>","Федерации, 6","54.3208","48.3948","724","1","479123","1"
"350","Aurelia кальянная Ульяновск","Кальянная Aurelia располагается в городе Ульяновск на улице Гончарова, 44",,"aurelia-kalyannaya-ulyanovsk","Aurelia","+7(8422)70‒89‒12",,"https://www.instagram.com/aurelia_ulyanovsk/","https://vk.com/aurelia73","500","0","0","0","0","0","10","0","Будние дни с 15.00 и до последнего гостя, в выходные с 18.00 и до последнего гостя","<p>Молодое заведение Aurelia в Ульяновске уже завоевывает популярность. Хорошие и дымные кальяны гарантированы! Вас ожидают прославленные кальянные мастера, киловаты музыки и неповторимая атмосфера безбашенных вечеринок</p>","Гончарова, 44","54.3195","48.3991","731","1","479123","1"
"351","Кальянная Liberty в Ульяновске","Кальянная Liberty в Ульяновске находится на улице Верхнеполевая, 1 вход со двора",,"liberty-ulyanovsk","Liberty","+7(8422)75‒50‒69",,"https://www.instagram.com/liberty_hookah_lounge/","https://vk.com/liberty_uln","500","1","0","0","0","0","10","1","Lounge заведение Liberty - это совершенно новое место в Ульяновске. Место где вы можете обрести спокойствие и покой, освободится и забыть насущные проблемы, окунуться в атмосферу дружбы, уюта и комфорта.","<p>Lounge заведение Liberty - это совершенно новое место в Ульяновске. Место где вы можете обрести спокойствие и покой, освободится и забыть насущные проблемы, окунуться в атмосферу дружбы, уюта и комфорта.</p><p>(Вход со двора)</p><p>Бронь столиков ведется по телефону.</p>","Верхнеполевая, 1","54.3253","48.3864","740","1","479123","1"
"352","Кальянная Haze в городе Ульяновск","Кальянная Haze в городе Ульяновск находится на Ленинского Комсомола проспект, 19 вход сзади здания",,"haze-ulyanovsk","Haze","+7(8422)76‒03‒50",,"https://www.instagram.com/hazebar73/","https://vk.com/hazebar73","500","1","0","0","0","0","10","0","Наша барная dream team примет вас в свои алкогольно-дымные объятия и вы не захотите уходить.","<p>Отличная атмосфера и сочные миксы! Мы ждём Вас в том же месте и в те же часы! Пятницы и субботы в Haze обещают быть дымными, приятными на слух и крепкими на вкус. Надеемся, все готовы встретить викенд под отличную музыку. А наша барная dream team примет вас в свои алкогольно-дымные объятия и вы не захотите уходить.</p>","Ленинского Комсомола проспект, 19","54.382","48.5985","749","1","479123","1"
"353","Кальянная Black Shark в городе Ульяновск","Кальянная Black Shark в городе Ульяновск находится на улице Рябикова, 22Б",,"black-shark-ulyanovsk","Black Shark","+7(8422)74‒66‒97",,"https://www.instagram.com/black_shark_73/","https://vk.com/blacksharkhookahbar","400","0","0","0","0","0","10","0","Люди отдыхают, дымят а как ты проводишь свой вечер? Наши кальянщики готовы радовать вас дымными и вкусными кальянами по самым низким ценам!","<p>Люди отдыхают, дымят а как ты проводишь свой вечер? У нас вы можете насладиться вкусными и дымными кальянами по самым низким ценам в городе с любимым наполнителем для колбы, а так же на вашем любимом фрукте! </p><p>Работаем до последнего клиента! </p>","Рябикова, 22Б","54.2843","48.2999","760","1","479123","1"
"354","Кальянная Greenwich pub | Ульяновск","Кальянная Greenwich pub в городе Ульяновск находится на улице Водопроводная, 4",,"greenwich-pub-ulyanovsk","Greenwich pub","+7(906)140‒00‒44",,"https://www.instagram.com/greenwich_bar/","https://vk.com/greenwich_pub_ul","400","1","0","0","0","0","10","0","Любители кальяна найдут здесь огромный выбор вкусов. Укройтесь от городского шума и повседневной суеты, подарите себе незабываемые вечера у нас в кальянной.","<p>Для всех любителей кальяна, расслабляющей музыки, вкуснейших чаёв и горячительных напитков открылись мы Greenwich pub - кальянная-бар в Ульяновске.</p><p>У нас Вы почувствуете себя другом, долгожданным гостем!</p><p>Любители кальяна найдут здесь огромный выбор вкусов.</p><p>Укройтесь от городского шума и повседневной суеты, подарите себе незабываемые вечера у нас в кальянной./p>","Водопроводная, 4","54.3008","48.3674","767","1","479123","1"
"355","Кальянная ""Хоттабыч"" | Уфа","Кальянная ""Хоттабыч"" в Уфе располагается по улице Загира Исмагилова, 10",,"hottabych-ufa","Хоттабыч","+7(927)342‒00‒20",,"https://www.instagram.com/kalyannaya_hottab/","https://vk.com/hottab020","500","0","0","0","0","0","10","0","Приглашаем вас в кальянную ""Хоттабыч"". Для посетителей имеется две VIP комнаты, два больших общих зала вместимостью более 60 человек. ","<p>Приглашаем вас в кальянную ""Хоттабыч"".</p><p>Для посетителей имеется две VIP комнаты, два больших общих зала вместимостью более 60 человек. К вашим услугам большой ассортимент табака: Argelini, Afzal, Nakhla, Adalya, Doobacco, Dark Side, Fumari, Tangiers и тд(более 50 вкусовых сортов). </p>
<p>Также имеются прохладительные напитки, чай( более 10 сортов), кофе. Очень уютная атмосфера(wifi,телевидение, музыка).</p><p>С уважением, Хоттабыч</p>","Загира Исмагилова, 10","54.6967","55.9839","777","1","479561","1"
"356","Кальянная Rahat | Уфа","Кальянная Rahat в Уфе по улице Мингажева, 127",,"rahat-ufa","Rahat","+7(917)372‒28‒28",,"https://www.instagram.com/rahatufa/","https://vk.com/rahatufa","400","0","0","0","0","0","10","0","У нас отличные кальян, очень уютно и обслуживание на самом высоком уровне.","<p>У нас отличные кальян, очень уютно и обслуживание на самом высоком уровне. Приходите к нам и вы не пожалеете о проведенном у нас времени.</p>","Мингажева, 127","54.7357","55.971","786","1","479561","1"
"357","Кальянная Marrakech Time | Уфа","Кальянная Marrakech Time в Уфе на улице Бабушкина, 52",,"kalyannaya-marrakech-time-ufa","Marrakech Time","+7(937)338‒66‒01",,"https://www.instagram.com/marrakech_time/","http://vk.com/marrakechtime","500","0","0","0","0","0","10","0","Проведите выходной в уютной обстановке востока!","Проведите выходной в уютной обстановке востока!","Бабушкина, 52","54.7428","55.9864","797","1","479561","1"
"358","Кальянная Hookah Smoke | Уфа","Кальянная Hookah Smoke в Уфе по улице Обская, 2",,"kalyannaya-hookah-smoke-ufa","Hookah Smoke","+7(937)353‒63‒33",,"https://www.instagram.com/hookah_smoke_ufa/","https://vk.com/hookah_smoke_ufa","500","0","0","0","0","0","10","0","Кальян, чай, wifi zone, настольные игры","<p>Кальян, чай, wifi zone, настольные игры.</p>","Обская, 2","54.7159","56.0011","807","1","479561","1"
"359","Кальянная Pallet Warehouse | Уфа","Кальянная Pallet Warehouse в Уфе находимся мы на улице Юрия Гагарина 80 (третий этаж)",,"kalyannaya-pallet-warehouse-ufa","Pallet Warehouse","+7(989)955‒50‒50",,"https://www.instagram.com/pallet_ufa/","https://vk.com/pallet_ufa","500","0","0","0","0","0","10","0","Потрясающий интерьер, каждый квадратный сантиметр сделан своими руками. Шикарные кальяны и большой выбор табака.","<p>Потрясающий интерьер, каждый квадратный сантиметр сделан своими руками. Шикарные кальяны и большой выбор табака.</p>","Юрия Гагарина, 80","54.7792","56.0735","818","1","479561","1"
"360","Кальянная Underground  | Уфа","Кальянная Underground в Уфе находится на улице Победы, 39",,"kalyannaya-underground-ufa","Underground","+7(917)497‒40‒07",,"https://www.instagram.com/Underground_ufa/","https://vk.com/club80678077","500","1","0","1","1","1","10","0","Мы будем рады видеть вас в гости 7 дней в неделю с 18.00 до последнего гостя. У нас Вы можете недорого, насладиться чарующей магией аромата качественного кальянного табака ","<p>Мы будем рады видеть вас в гости 7 дней в неделю с 18.00 до последнего гостя. У нас Вы можете недорого, насладиться чарующей магией аромата качественного кальянного табака . Для создания атмосферы отпуска ,беззаботности и тепла сдобренная ритмами приятной музыки, всегда в наличии только лучший табак, уголь, чашки глиняные и керамические, шланги классические и аксессуары.</p><p>5 причин попробовать кальян и чай в « Underground»:</p><ul><li>Мы продаем только свежий и качественный табак.</li><li>У нас удобное месторасположение.Мы находимся в самом центре Черниковки ул.Победы 39.</li><li>Возможность насладится не только табаком, но и качественным чаем, а к нему– изысканные восточные сладости и сухофрукты</li><li>У нас два зала. Один из них VIP – где наши гости могут в дружеской компании посмотреть множество хороших фильмов. Также у нас много других интересных и увлекательных игр.</li><li>Мы гарантируем качественный отдых ! Вы почувствуете уют, гостеприимство, комфорт.</li></ul>","Победы, 39","54.8219","56.0827","829","1","479561","1"
"361","Кальянная ""Чих - Пых"" | Уфа","Кальянная ""Чих - Пых"" в Уфе на улице Максима Рыльского, 14",,"kalyannaya-chih-pyh-v-ufe","Чих - Пых","+7(917)798‒44‒44",,,"https://vk.com/4uxpux","400","1","0","0","0","0","10","1","Дорогие друзья, приглашаем вас покурить вкусные, дымные, а главное качественные кальяны в ""Чих-Пых""! Вас ждет уютная и приятная атмосфера! Прохладительные напитки, европейская и японская кухня!","<p>Весь день мечтаю о тебе, 
И это не обман...
Скорей к тебе, 
Скорей к тебе...
Любимый мой кальян!
Если вы соскучились по дымному и фруктовому кальяну, то спешите к нам!</p>","Максима Рыльского, 14","54.7685","56.0697","837","1","479561","1"
"362","Кальянная Loft | Уфа","Кальянная Loft в Уфе по улице ул. Гагарина, 1/3, ТРК ""Олимп"", 4 этаж",,"kalyannaya-loft-v-ufe","Loft","+7(989)958‒54‒44","http://www.loft-ufa.ru/","https://www.instagram.com/bar_restaurant_loft_/","http://vk.com/loft_ufa","850","1","0","0","0","0","10","1","«LOFT» -  стильный Bar & Restaurant с роскошным интерьером, отличной европейской кухней, кальяном и разнообразной развлекательной программой.","<p>Интерье Bar & Restaurant LOFT полностью отражает его названиеп: кирпичная кладка стен с нарочито небрежными ""ободранными"" панелями, металлические конструкции на потолке, к которым крепятся многочисленные точечные светильники и разные по стилистике люстры, грубая мебель соседствует с мягкими креслами, массивные стеллажи, на которых то там, то здесь уместно расположились разнообразные сувениры,- всё это создает ощущение отлично продуманного дизайна, атмосферность которого впечатлит любого, кто понимает значение понятия ""стиль"". Сюда приходят, чтобы в уютной, приватной обстановке послушать живые выступления музыкантов, для которых в Bar & Restaurant LOFT имеется небольшая сцена, оснащенная современным оборудованием. Здесь проходят зажигательные клубные вечеринки, разнообразные шоу-программы.</p><p>Кухня в Bar & Restaurant LOFT преимущественно европейская и японская: холодные закуски, разнообразные салаты, большой выбор супов, стейки, блюда из мяса и рыбы, на гриле, пицца, суши, роллы, роскошные десерты, шикарная винная  и коктельная карта.</p><p>Своим посетителям Bar & Restaurant LOFT предлагает сытные бизнес-ланчи, банкетное меню, возможность организации праздников.</p><p>Bar & Restaurant LOFT- идеальное место для тех, кто ищет атмосферное заведение, позволяющее не только отлично пообедать, но и полноценно и разнообразно отдохнуть.</p>","ул. Гагарина, 1/3, ТРК ""Олимп"", 4 этаж","54.7652","56.0506","848","3","479561","1"
"363","Кальянная Mint | Уфа","Кальянная Mint в Уфе по адресу улица Космонавтов д. 7 ",,"kalyannaya-mint-v-ufe","Mint","+7(347)299‒59‒94",,"https://www.instagram.com/mint_hookah_ufa/","https://vk.com/hookahmint","600","0","0","1","1","1","10","0","В нашем ассортименте огромный выбор элитного чая. Так что мы радуем не только густым дымом кальяна, но и создаем для вас уют.","<p>Мы представляем Вашему вниманию Авторскую Чайную Кальянную ""Мята"". </p><p>В нашем ассортименте огромный выбор элитного чая. Так что мы радуем не только густым дымом кальяна, но и создаем для вас уют.</p><p>Каждый день вы можете приходить к нам, чтобы познакомиться с чем-то новым и поиграть в любимые игры на консолях.</p>","ул. Космонавтов д. 7","54.8189","56.0629","858","1","479561","1"
"364","Кальянная  ""Этажи"" | Уфа","Кальянная  ""Этажи"" в Уфе по адресу Октября проспект, 39",,"kalyannaya-ehtazhi-v-ufe","Этажи","+7(347)266‒61‒71",,,"https://vk.com/kalyan_ufa_etagy","600","1","0","0","0","0","10","0","Помимо ароматного кальянна, у нас есть X-BOX, Sony Playstation, 3D Oculus.","<p>Помимо ароматного кальянна, у нас есть X-BOX, Sony Playstation, 3D Oculus.</p>","Октября проспект, 39","54.7525","55.9995","869","1","479561","1"
"365","Кальянная Art Shiha | Уфа","Кальянная Art Shiha в городе Уфе находится по адресу Комсомольская, 153/2",,"kalyannaya-art-shiha-ufa","Art Shiha","+7(962)528‒07‒67",,"https://www.instagram.com/artshishaufa/","https://vk.com/club94070736","500","0","0","0","0","0","10","0","У нас имеется большое количество вкусного табака, который ждёт вашего прихода!","У нас имеется большое количество вкусного табака, который ждёт вашего прихода!","Комсомольская, 153/2","54.7629","56.0203","880","1","479561","1"
"366","Кальянная Диван | Уфа","Кальянная Диван в Уфе находится по адресу улица Космонавтов, 14. Dиван-лучшее место! 2зала, VIPзона, Wi-Fi, Xbox, настольные игры, кофе на вынос,пончики.",,"kalyannaya-divan-ufa","Диван","+7(347)266‒51‒46",,"https://www.instagram.com/divan_lounge/",,"500","0","0","0","1","1","20","1","Dиван-лучшее место! 2зала, VIPзона, Wi-Fi, Xbox, настольные игры, кофе на вынос,пончики.","<p>Dиван-лучшее место! 2зала, VIPзона, Wi-Fi, Xbox, настольные игры, кофе на вынос,пончики.</p>","Космонавтов, 14","54.8178","56.0642","891","1","479561","1"
"367","Кальянная ""Zona 69"" | Казань kalyan.space","Кальянная ""Zona 69"" находится в Казани по адресу",,"kalyannaya-zona69-kazan","Zona 69","+7(843) 203-42-49",,"https://www.instagram.com/zona69_kzn/","https://vk.com/zona69_kzn","500","0","0","0","0","0","10","0","Zona 69 - интересная кальянная в самом центре Казани на улице Пушкина. Заведение находится не в подвале, а на 3 этаже, что является большим преимуществом по сравнению со многими другими заведениями.","<p>У нас вы найдете немалый выбор табаков и кальянов, в том числе кальяны Figaro, Temple, Shapes. Так же в 2015 году мы обновили дизайн, что сделало заведение более уютным и теплым.</p><p>От нашего заведения останутся приятные эмоции, днем у нас тихо и спокойно, а вечером царит клубная атмосфера. Советуем посетить нашу кальянную.</p>","Пушкина, 52","55.7941","49.1257","905","1","551487","1"
"368","Кальянная Time Out Ульяновск","Кальянная Time Out Ульяновск находимся по адресу Героев Свири, 4а",,"kalyannaya-time-out-ulyanovsk","Time Out","+7(951)098-20‒10",,,"https://vk.com/timeout73","400","0","0","1","0","0","10","0","Дорогие друзья! Рады Ваc видеть в нашем заведении для отдыха в Ульяновске Lounge club “TimeOut” Уникальный островок тепла и уюта.","<p>Не знаете что и где покурить? Ждем Вас в кальянной Time Out у нас вы найдете большой выбор табаков: tangiers, Starbuzz, Fumari, Darkside.</p><p>Для особых ценителей мы сделаем вам чашу на фрукте.</p>","Героев Свири, 4а","54.2624","48.3271","918","1","479123","1"
"369","Bedouin house Ульяновск","Кальянная Bedouin house в Ульяновске находится по адресу Новосондецкий бульвар, 19а",,"kalyannaya-bedouin-house-ulyanovsk","Bedouin House","+7 (8422) 98‒48‒48","https://vk.com/bedouin_house","https://www.instagram.com/bedouin_house73/",,"600","0","0","0","1","1","10","0","Думаете и еще до сих пор не решили где покурить кальян? Тогда наша кальянная именно одно из тех мест, которое сможет вас порадовать ценами, атмосферой и конечно же ароматным кальяном.","<p>Наша кальянная порадует вас красивым интерьером, внимательным персоналом и дымными кальянами.</p><p>Думаете и еще до сих пор не решили где покурить кальян? Тогда наша кальянная именно одно из тех мест, которое сможет вас порадовать ценами, атмосферой и конечно же ароматным кальяном.</p>","Новосондецкий бульвар, 19а","54.3803","48.5788","927","1","479123","1"
"370","Кальянная Example Lounge | Казань","Кальянная Example Lounge находиися в городе Казань по адресу ул. Галиаскара Камала 4а, работаем до последнего гостя.",,"kalyannaya-example-lounge-kazan","Example Lounge","+7 (843) 290‒09‒07",,"https://www.instagram.com/examplekzn/","https://vk.com/example_lounge","500","0","1","1","0","1","10","1","Не знаете где покурить кальян, тогда вам нужно к нам. Приятная атмосфера, самые крутые кальянщики Казани порадуют вас дымными и ароматными кальянами.","<p>Важно: стоимость часа курение кальяна с12:00-19:00 500 руб, в эту стоимость входит кальян+чай, после 19:00 час курения кальяна + напиток (чай или лимонад). Час курения-условное время, 15 минут время от заказа до подача кальяна и час-час пятнадцать минут- время курения кальяна.</p>","Галиаскара Камала 4А ","55.7867","49.1121","943","1","551487","1"
"371","Кальянная-кинотеатр Realaxinema | Казань","Кальянная-кинотеатр Realaxinema г. Казань улица Спартаковская 2, корпус 1 ",,"kalyannaya-kinoteatr-realaxinema-kazan","Relaxinema","+7(843) 247 54-47",,,"https://vk.com/relaxinema","450","0","0","0","1","0","10","1","Кинотеатр кальянная с собственной кухней и видеоиграми.","<p>Кинотеатр-кальянная.Имеется 3 зала%</p><ul>
<li>Малый зал для 2-х человек (для романтических свиданий)</li><li>Средний зал 6-8 человек(для посиделок с друзьями или мини-вечеринок)/li><li>Большой зал10-12(для шумных вечеринок)</li></ul>","Спартаковская 2, корпус 1","55.7809","49.1273","960","1","551487","1"
"372","Кальянная Enjoy | Казань","Кальянная Enjoy г. Казань улица Шмидта 23",,"kalyannaya-enjoy-kazan","Enjoy","250 22-23",,"https://www.instagram.com/enjoy_kzn/","https://vk.com/enjoykzn","500","0","0","0","1","1","10","1","Вкусные кальяны, ароматные чаи, Playstation, японская кухня, дружеская атмосфера.","<p>Добро пожаловать в ""Enjoy"", новую актуальную площадку для работы отдыха.</p><p>Дневное время в формате коворкинга:</p><ul><li>Уютное рабочее место, комфортная рабочая атмосфера и напитки.</li></ul><p>Вечернее время для отдыха:</p><ul><li>изысканный кальян с целой палитрой ярких вкусов</li><li>редкие сорта чая, включая пуэр</li><li>просмотры любимых фильмов на больших LCD-телевизорах</li><li>море настольных игр от непредсказуемых карт ""Уно"" до интеллектуальной ""Монополии""</li><li>безумные баталии в Sony Play Station 3</li><li>все это в потрясающей атмосфере дизайнерского оформления space high-tech.</li></ul><p>""Enjoy"" - это клуб для друзей. Здесь нет меню и ценников. Мы не станем пугать вас чеками с четырьмя нолями. Если вам понравилась наша работа, оставьте материальную помощь на свое усмотрение.</p><p>""Enjoy"" открывает свои двери каждый будний день с 12 дня до 02 ночи. В выходные мы открыты до последнего гостя. Мы находимся по адресу ул. Шмидта 23. (прямо на перекрестке Зинина и Шмидта). Бронирование столов по телефону 250-22-23. Вход только по брони. Приходите! Будем рады вас видеть!</p><p>Он-лайн бронирование <a href=""//restreserv.ru/enjoy"" target=""_blank"">http://restreserv.ru/enjoy </p><p>Внимание! ""Enjoy"" не продает табак и табачные изделия, не рекламирует курение, алкоголь и наркотики. Мы за здоровый отдых взрослых людей. Вход только с <strong>18-ти</strong> лет.</p>","Шмидта 23","55.7894","49.1569","967","1","551487","1"
"373","Кальянная ДК Инкогнито | Казань","Кальянная ДК Инкогнито г. Казань улица ",,"kalyannaya-dk-inkognito-kazan","ДК Инкогнито","+7 (917) 888 26-00",,"https://www.instagram.com/dk_inkognito/","https://vk.com/inkognitofamily","50","1","0","0","0","0","10","0","Огромный выбор как крепких так и лёгких табаков,каждому по вкусу! Так же в наличие крутой земляничный чай!","<p>работаем с 13.00 до 1.00 или до последнего клиента,предварительно позвоните по номер +7 917-888-26-00 забронируйте место на удобное вам время,ребята будут Вас ждать,алкоголь не продаем,есть безалкогольные напитки(dr Pepper,Pepsi) чаи,алкоголь можете с собой принести еду можете с собой,заказать к нам в заведение,цен на кальяны у нас нет,оставляете как считаете нужным,если возникают с этим трудности,можете спросить у кальянщика.</p>","Абсалямова, 13","55.8176","49.1096","976","1","551487","1"
"374","Кальянная Дом Культуры ""Fantasy of Smoke"" | Казань","Кальянная Дом Культуры ""Fantasy of Smoke"" г. Казань улица Чистопольская, 19а",,"kalyannaya-fantasy-of-smoke-kazan","Fantasy of Smoke","+7 (843) 265 66-67",,,"https://vk.com/uk_fs","500","1","0","1","1","1","10","0","Свободный счет, гости оставляют столько, сколько посчитают нужным.","<p>Что у нас есть:</p><ul><li>Бронирование: Да</li><li>Кальяны: Khalil Mamoon, Дизайнерские стеклянные кальяны</li><li>Табак: Nakhla, Tangiers, Haze, Hookafina, Inhale</li><li>Меню: Китайский чай, Напитки</li><li>Алкоголь: Нет</li><li>Кредитные карты: Не принимаем</li><li>Wi-Fi: Есть. Бесплатный</li><li>Количество посадочных мест: 70</li><li>Места на улице: Нет</li><li>Парковка: Есть</li></ul><p>Остались вопросы звоните по телефону <strong>+7 (843) 265 66-67</strong>администратор ответит на них</p>
","Чистопольская, 19а","55.82","49.1148","986","1","551487","1"
"375","Кальянная Hookah Lounge | Казань","Кальянная Hookah Lounge г. Казань улица Ямашева, 69 (вход за Старым Амбаром)",,"kalyannaya-hookah-lounge-kazan","Hookah Lounge","+7(937) 576 49-08",,,"https://vk.com/hookah_lounge_kzn","350","0","0","0","1","1","10","0","Hookah Lounge - место, где ты найдешь паровой коктейль на любой вкус. Так же мы предлагаем: большой зал с уникальным дизайном, проектор, настольные игры,  большой выбор чая, слабоалкогольных и безалкогольных коктелей, игровую зону с PS3.","<p>Добро пожаловать в <strong>Hookah Lounge!</strong></p><p>Будем рады видеть вас на нашей территории дыма и отдыха. <strong>Hookah Lounge</strong> - место, где ты можешь приятно провести время в кругу друзей или насладиться лучшим кальяном в обществе наших мастеров. У нас ты найдешь табак на любой вкус: soft, medium, in space. Также мы можем предложить:</p><ul><li>Большой зал: 80 кв. м. с уникальным дизайном;</li><li>Проектор, настольные игры;</li><li>Большой выбор чая, слабоалкогольных и безалкогольных коктейлей;</li><li>Игровую зону на 6 человек, оснащенную PS3.</li></ul><p>Кальянная карта:</p><ul><li>Кальяны: Amy delux, Kaya, Khalil Mamoon;</li><li>Табак: AL FAKHER, AL FAHAMAH, ADALYA, SERBETLI, BAHRAIN, STARBUZZ, DOOBACCO, FUMARI, AFZAL, NAKHLA, NIRVANA, HOOKAFINA, TANGIERS, DARK SIDE, KRASS</li></ul><p>Адрес: ул. Ямашева, 69 (вход за Старым Амбаром)</p>","Ямашева, 69","55.8252","49.1352","997","1","551487","1"
"376","Кальянная Milk Lounge | Казань","Кальянная Milk Lounge г. Казань улица Чистопольская, 81",,"kalyannaya-milk-lounge-kazan","Moloko Lounge","+7 (900) 327 55-51",,"https://www.instagram.com/milk_kazan/","https://vk.com/milklounge","500","0","0","0","1","1","10","0","Большой экран, настольные игры, книжки, тапочки, и прочие атрибуты домашней и уютной атмосферы.","<p>Большой экран, настольные игры, книжки, тапочки, и прочие атрибуты домашней и уютной атмосферы.</p>","Чистопольская, 81","55.8227","49.1516","1005","1","551487","1"
"377","Кальянная ""У Эдгара По"" | Казань","Кальянная ""У Эдгара По"" г. Казань улица Восстания, 49",,"kalyannaya-u-ehdgara-po-kazan","У Эдгара По","+7(906) 323 54-07",,,"https://vk.com/uedgarapo","400","0","0","0","0","1","10","0","Уютная атмосфера, две игровые комнаты с PS3 и Xbox 360, и комната для вашего праздника на 15 человек.","<p>Кальянная Казань У Эдгара По - закрытый клуб для истинных ценителей хорошего кальяна и живого общения.Мы не продаем табак,не занимаемся пропагандой курения,мы собираемся, курим кальяны, общаемся, играем в игры, наслаждаемся вкусным чаем и густым кальяном, ждем всех в гости Восстания 49.В гостях у Эдгара По.</p>","Восстания, 49","55.8327","49.0774","1012","1","551487","1"
"378","Кальянная NoName club | Казань","Кальянная NoName club г. Казань улица Зорге, 33а",,"kalyannaya-noname-club-kazan","NoName club","+7(917) 292 33-37",,,"https://vk.com/nnckzn","500","0","0","0","1","1","10","0","NoName - место с отличными кальянами и чаем. С настольными и видеоиграми, футбольными трансляциями и совместными кинопросмотрами. ","<p>NoName - место с отличными кальянами и чаем. С настольными и видеоиграми, футбольными трансляциями и совместными кинопросмотрами. И конечно же с интересными людьми, которые здесь работают и отдыхают. NoName Club это место с общими интересами.</p><p>это:</p><ul><li>густые кальяны и вкусный чай</li><li>настольные и видеоигры</li><li>футбольные трансляции</li><li>совместные кинопросмотры</li></ul><p>Все вырученные средства идут для улучшения заведения и продвижения.</p>","Зорге, 33а","55.7556","49.2007","1020","1","551487","1"
"379","Кальянная Feel free | Казань","Кальянная Feel free г. Казань улица Минская, 12",,"kalyannaya-feel-free-kazan","Feel free","+7(905) 318 68-91",,,"https://vk.com/feel_free_kzn","400","0","0","0","1","0","10","0","Хотите провести приятный вечер в кругу друзей? Двери кальянной ""Feel free"" всегда открыты для вас!","<p>Внимание! Идет запись на бронирование столов на Новогоднюю ночь!</p><p>Хотите провести приятный вечер в кругу хороших друзей? Двери кальянной ""Feel free"" всегда открыты для вас! У нас вы можете насладиться густым и дымным кальяном, ароматным вкусным чаем) А также поиграть в различные настольные игры и в Xbox) Мы работаем без фиксированной платы за услуги . Почувствуй себя свободным!</p>","Минская, 12","55.7722","49.2208","1029","1","551487","1"
"380","Кальянная  Roof | Казань","Кальянная  Roof г. Казань улица Сахарова, 24а",,"kalyannaya-roof-kazan","Roof","+7(927) 422 06-01",,"https://www.instagram.com/roof_kzn/","https://vk.com/roof_kzn","400","0","0","0","0","0","10","0","Ждем всех в гости, на самый дымный и вкусный кальян города.  Если дымить, то только у нас в Roof'е!","<p>Ждем всех в гости, на самый дымный и вкусный кальян города.  Если дымить, то только у нас в Roof'е!</p>","Сахарова, 24а","55.7829","49.2226","1038","1","551487","1"
"381","Кальянная Hubble Bubble | Казань","Кальянная Hubble Bubble г. Казань улица Фучика, 55",,"kalyannaya-hubble-bubble-kazan","Hubble Bubble","+7(843) 258 51-22",,,"https://vk.com/hbkazan","500","0","0","0","0","0","10","0","Попадая к нам, забываешь обо всех проблемах и заботах, переживаниях и неудачах. С нами у вас все будет Окей!","<p>Попадая к нам, забываешь обо всех проблемах и заботах, переживаниях и неудачах. С нами у вас все будет Окей=) Приглушенный свет, приятная музыка, тонкий аромат кальяна помогут вам расслабиться, дадут почувствовать себя отвлеченным от всего, позволят окунуться в свой мир грез и желаний, а огромный выбор табака, развлечений и море дыма понравятся даже самым искушенным. К каждому кальяну мы предложим вам большой выбор чая и сладостей.</p><p>Курение кальяна - это особый стиль общения, который сближает людей. На Востоке считается, что курение кальяна возможно только в кругу друзей... Побывав у нас хоть раз вы поймете это, Вы захотите вернуться к нам еще!</p><p>Друзья, мы такие же, как вы - мы любим кальян, любим этот сладкий дым, любим эксперименты и интересные миксы. Мы живем этим местом, этой маленькой сказкой, в которой все имеет значение...</p>
","Фучика, 55","55.7436","49.2045","1047","1","551487","1"
